Frame,LEFT_SHOULDER_to_LEFT_ELBOW_start_x,LEFT_SHOULDER_to_LEFT_ELBOW_start_y,LEFT_SHOULDER_to_LEFT_ELBOW_end_x,LEFT_SHOULDER_to_LEFT_ELBOW_end_y,LEFT_ELBOW_to_LEFT_WRIST_start_x,LEFT_ELBOW_to_LEFT_WRIST_start_y,LEFT_ELBOW_to_LEFT_WRIST_end_x,LEFT_ELBOW_to_LEFT_WRIST_end_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_y,RIGHT_ELBOW_to_RIGHT_WRIST_start_x,RIGHT_ELBOW_to_RIGHT_WRIST_start_y,RIGHT_ELBOW_to_RIGHT_WRIST_end_x,RIGHT_ELBOW_to_RIGHT_WRIST_end_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y,LEFT_HIP_to_LEFT_KNEE_start_x,LEFT_HIP_to_LEFT_KNEE_start_y,LEFT_HIP_to_LEFT_KNEE_end_x,LEFT_HIP_to_LEFT_KNEE_end_y,LEFT_KNEE_to_LEFT_ANKLE_start_x,LEFT_KNEE_to_LEFT_ANKLE_start_y,LEFT_KNEE_to_LEFT_ANKLE_end_x,LEFT_KNEE_to_LEFT_ANKLE_end_y,RIGHT_HIP_to_RIGHT_KNEE_start_x,RIGHT_HIP_to_RIGHT_KNEE_start_y,RIGHT_HIP_to_RIGHT_KNEE_end_x,RIGHT_HIP_to_RIGHT_KNEE_end_y,RIGHT_KNEE_to_RIGHT_ANKLE_start_x,RIGHT_KNEE_to_RIGHT_ANKLE_start_y,RIGHT_KNEE_to_RIGHT_ANKLE_end_x,RIGHT_KNEE_to_RIGHT_ANKLE_end_y,LEFT_SHOULDER_to_LEFT_HIP_start_x,LEFT_SHOULDER_to_LEFT_HIP_start_y,LEFT_SHOULDER_to_LEFT_HIP_end_x,LEFT_SHOULDER_to_LEFT_HIP_end_y,RIGHT_SHOULDER_to_RIGHT_HIP_start_x,RIGHT_SHOULDER_to_RIGHT_HIP_start_y,RIGHT_SHOULDER_to_RIGHT_HIP_end_x,RIGHT_SHOULDER_to_RIGHT_HIP_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y
77,65,363,9,377,9,377,32,362,122,351,149,335,149,335,184,311,65,363,122,351,70,516,100,509,70,516,84,645,84,645,98,778,100,509,89,643,89,643,54,774,65,363,70,516,122,351,100,509,70,516,100,509
78,65,362,10,377,10,377,32,362,121,352,149,335,149,335,184,311,65,362,121,352,71,519,99,509,71,519,91,645,91,645,102,778,99,509,82,643,82,643,48,774,65,362,71,519,121,352,99,509,71,519,99,509
79,65,362,9,377,9,377,32,362,122,352,151,335,151,335,183,311,65,362,122,352,71,519,100,510,71,519,81,645,81,645,103,778,100,510,89,643,89,643,57,775,65,362,71,519,122,352,100,510,71,519,100,510
80,65,362,9,376,9,376,32,362,122,352,152,334,152,334,183,312,65,362,122,352,71,518,100,510,71,518,78,645,78,645,103,778,100,510,91,643,91,643,61,777,65,362,71,518,122,352,100,510,71,518,100,510
81,64,362,10,376,10,376,32,361,124,351,152,334,152,334,183,312,64,362,124,351,70,518,102,510,70,518,74,645,74,645,93,778,102,510,101,651,101,651,77,779,64,362,70,518,124,351,102,510,70,518,102,510
82,64,362,11,376,11,376,32,361,126,351,152,335,152,335,184,312,64,362,126,351,68,518,103,510,68,518,66,645,66,645,89,778,103,510,106,655,106,655,83,780,64,362,68,518,126,351,103,510,68,518,103,510
83,62,361,11,376,11,376,32,359,128,351,158,330,158,330,184,311,62,361,128,351,65,517,106,510,65,517,61,645,61,645,53,775,106,510,118,653,118,653,101,781,62,361,65,517,128,351,106,510,65,517,106,510
84,61,361,11,376,11,376,33,358,129,351,161,328,161,328,184,311,61,361,129,351,62,517,108,510,62,517,59,645,59,645,45,774,108,510,126,653,126,653,118,782,61,361,62,517,129,351,108,510,62,517,108,510
85,57,360,7,376,7,376,33,358,132,350,167,324,167,324,183,310,57,360,132,350,60,516,109,510,60,516,57,645,57,645,42,773,109,510,126,652,126,652,125,782,57,360,60,516,132,350,109,510,60,516,109,510
86,56,360,4,376,4,376,33,358,133,350,168,323,168,323,183,310,56,360,133,350,59,516,110,510,59,516,56,646,56,646,41,773,110,510,127,652,127,652,131,784,56,360,59,516,133,350,110,510,59,516,110,510
87,56,359,4,376,4,376,33,357,133,350,174,316,174,316,184,308,56,359,133,350,60,516,110,510,60,516,57,646,57,646,46,773,110,510,122,650,122,650,119,786,56,359,60,516,133,350,110,510,60,516,110,510
88,57,359,3,376,3,376,33,356,133,350,177,313,177,313,185,306,57,359,133,350,60,515,110,510,60,515,58,646,58,646,46,773,110,510,120,649,120,649,118,788,57,359,60,515,133,350,110,510,60,515,110,510
89,58,359,9,375,9,375,33,356,131,346,175,315,175,315,185,305,58,359,131,346,62,514,110,507,62,514,58,645,58,645,83,779,110,507,112,647,112,647,92,787,58,359,62,514,131,346,110,507,62,514,110,507
90,59,358,8,375,8,375,34,355,133,346,177,312,177,312,185,304,59,358,133,346,62,513,110,507,62,513,59,645,59,645,49,777,110,507,113,646,113,646,115,787,59,358,62,513,133,346,110,507,62,513,110,507
91,59,358,8,375,8,375,35,355,132,346,176,313,176,313,185,303,59,358,132,346,62,513,111,507,62,513,58,645,58,645,40,776,111,507,114,646,114,646,120,786,59,358,62,513,132,346,111,507,62,513,111,507
92,60,358,8,376,8,376,35,355,132,346,176,313,176,313,186,302,60,358,132,346,63,513,111,507,63,513,58,645,58,645,39,776,111,507,114,645,114,645,122,785,60,358,63,513,132,346,111,507,63,513,111,507
93,60,357,8,376,8,376,35,354,132,344,174,314,174,314,186,301,60,357,132,344,63,512,111,507,63,512,57,645,57,645,39,776,111,507,115,645,115,645,121,785,60,357,63,512,132,344,111,507,63,512,111,507
94,60,357,7,376,7,376,35,354,132,343,173,314,173,314,186,301,60,357,132,343,63,512,112,507,63,512,57,645,57,645,38,776,112,507,115,645,115,645,121,785,60,357,63,512,132,343,112,507,63,512,112,507
95,60,356,7,376,7,376,35,354,132,342,173,315,173,315,186,301,60,356,132,342,63,511,111,507,63,511,56,645,56,645,38,775,111,507,118,645,118,645,126,785,60,356,63,511,132,342,111,507,63,511,111,507
96,60,355,8,377,8,377,35,355,132,341,172,315,172,315,186,301,60,355,132,341,63,511,111,506,63,511,56,645,56,645,37,775,111,506,119,645,119,645,129,784,60,355,63,511,132,341,111,506,63,511,111,506
97,59,355,8,377,8,377,36,355,132,341,172,316,172,316,186,301,59,355,132,341,62,511,111,506,62,511,55,645,55,645,35,775,111,506,120,645,120,645,132,783,59,355,62,511,132,341,111,506,62,511,111,506
98,59,355,9,377,9,377,36,355,132,341,172,316,172,316,185,301,59,355,132,341,62,511,111,506,62,511,55,645,55,645,35,775,111,506,121,645,121,645,131,781,59,355,62,511,132,341,111,506,62,511,111,506
99,59,356,12,377,12,377,37,355,131,342,171,316,171,316,185,301,59,356,131,342,63,511,111,506,63,511,55,645,55,645,36,775,111,506,119,644,119,644,127,781,59,356,63,511,131,342,111,506,63,511,111,506
100,60,356,13,377,13,377,38,355,130,342,171,316,171,316,184,301,60,356,130,342,63,511,110,506,63,511,55,645,55,645,36,775,110,506,118,644,118,644,123,780,60,356,63,511,130,342,110,506,63,511,110,506
101,60,356,14,376,14,376,38,355,129,342,170,316,170,316,185,301,60,356,129,342,64,510,109,506,64,510,55,645,55,645,37,774,109,506,117,644,117,644,121,780,60,356,64,510,129,342,109,506,64,510,109,506
102,60,356,14,377,14,377,38,355,128,342,170,316,170,316,185,301,60,356,128,342,64,510,109,505,64,510,55,645,55,645,37,774,109,505,116,644,116,644,118,780,60,356,64,510,128,342,109,505,64,510,109,505
103,60,356,15,377,15,377,38,355,128,342,167,319,167,319,185,301,60,356,128,342,65,509,109,505,65,509,55,645,55,645,37,774,109,505,116,644,116,644,124,779,60,356,65,509,128,342,109,505,65,509,109,505
104,60,356,14,378,14,378,38,355,128,342,165,321,165,321,185,301,60,356,128,342,65,508,109,504,65,508,55,645,55,645,37,774,109,504,116,644,116,644,122,779,60,356,65,508,128,342,109,504,65,508,109,504
105,61,356,15,378,15,378,38,354,128,343,165,321,165,321,185,301,61,356,128,343,66,508,109,504,66,508,56,645,56,645,37,774,109,504,115,644,115,644,111,780,61,356,66,508,128,343,109,504,66,508,109,504
106,62,356,16,377,16,377,37,353,128,344,168,318,168,318,183,301,62,356,128,344,68,507,109,504,68,507,56,644,56,644,37,773,109,504,111,644,111,644,108,780,62,356,68,507,128,344,109,504,68,507,109,504
107,66,356,17,369,17,369,36,352,127,345,169,318,169,318,182,301,66,356,127,345,73,507,107,504,73,507,62,644,62,644,48,773,107,504,103,643,103,643,83,780,66,356,73,507,127,345,107,504,73,507,107,504
108,66,356,18,370,18,370,36,351,127,345,170,317,170,317,180,301,66,356,127,345,73,507,107,503,73,507,62,644,62,644,47,772,107,503,104,642,104,642,90,780,66,356,73,507,127,345,107,503,73,507,107,503
109,66,356,19,370,19,370,36,350,127,345,170,315,170,315,179,301,66,356,127,345,72,507,107,503,72,507,62,643,62,643,46,772,107,503,105,642,105,642,95,780,66,356,72,507,127,345,107,503,72,507,107,503
110,66,356,19,371,19,371,36,350,127,345,171,314,171,314,179,301,66,356,127,345,72,507,107,503,72,507,61,643,61,643,46,771,107,503,106,642,106,642,96,779,66,356,72,507,127,345,107,503,72,507,107,503
111,66,356,19,371,19,371,36,350,127,344,171,314,171,314,179,301,66,356,127,344,72,507,107,502,72,507,59,643,59,643,44,771,107,502,111,641,111,641,109,779,66,356,72,507,127,344,107,502,72,507,107,502
112,66,357,19,371,19,371,37,350,127,344,174,309,174,309,179,300,66,357,127,344,72,507,108,502,72,507,59,643,59,643,44,771,108,502,111,641,111,641,108,779,66,357,72,507,127,344,108,502,72,507,108,502
113,66,357,19,372,19,372,37,349,127,345,174,310,174,310,179,300,66,357,127,345,71,507,108,502,71,507,60,643,60,643,49,771,108,502,110,641,110,641,99,779,66,357,71,507,127,345,108,502,71,507,108,502
114,66,357,19,372,19,372,37,349,127,345,174,310,174,310,179,300,66,357,127,345,71,507,108,502,71,507,60,643,60,643,49,771,108,502,110,641,110,641,99,779,66,357,71,507,127,345,108,502,71,507,108,502
115,66,358,18,373,18,373,37,349,127,345,174,309,174,309,179,300,66,358,127,345,71,507,108,502,71,507,59,643,59,643,48,771,108,502,110,641,110,641,99,779,66,358,71,507,127,345,108,502,71,507,108,502
116,66,358,18,373,18,373,37,349,127,345,174,308,174,308,180,300,66,358,127,345,71,507,109,502,71,507,59,643,59,643,48,771,109,502,110,641,110,641,99,779,66,358,71,507,127,345,109,502,71,507,109,502
117,66,358,18,373,18,373,37,349,126,345,174,308,174,308,181,300,66,358,126,345,72,507,108,502,72,507,60,643,60,643,52,772,108,502,105,641,105,641,88,780,66,358,72,507,126,345,108,502,72,507,108,502
118,65,359,18,373,18,373,37,349,126,345,174,308,174,308,181,301,65,359,126,345,72,508,108,503,72,508,61,643,61,643,53,772,108,503,104,641,104,641,88,780,65,359,72,508,126,345,108,503,72,508,108,503
119,65,359,18,373,18,373,37,349,126,345,174,308,174,308,182,301,65,359,126,345,72,508,108,503,72,508,61,643,61,643,54,772,108,503,102,641,102,641,85,780,65,359,72,508,126,345,108,503,72,508,108,503
120,65,359,18,373,18,373,36,350,126,345,174,308,174,308,183,300,65,359,126,345,72,508,108,503,72,508,61,642,61,642,53,772,108,503,103,640,103,640,86,780,65,359,72,508,126,345,108,503,72,508,108,503
121,65,359,18,373,18,373,34,351,126,345,174,308,174,308,183,301,65,359,126,345,72,508,108,503,72,508,61,642,61,642,48,771,108,503,104,640,104,640,96,780,65,359,72,508,126,345,108,503,72,508,108,503
122,65,359,18,373,18,373,34,351,126,344,174,308,174,308,183,301,65,359,126,344,72,508,108,503,72,508,61,642,61,642,46,771,108,503,104,640,104,640,97,779,65,359,72,508,126,344,108,503,72,508,108,503
123,65,359,18,373,18,373,33,351,126,344,174,308,174,308,183,301,65,359,126,344,72,508,108,503,72,508,61,642,61,642,45,771,108,503,105,640,105,640,98,779,65,359,72,508,126,344,108,503,72,508,108,503
124,65,359,18,373,18,373,34,352,126,344,174,308,174,308,183,301,65,359,126,344,71,508,108,503,71,508,60,642,60,642,44,770,108,503,106,640,106,640,101,778,65,359,71,508,126,344,108,503,71,508,108,503
125,65,359,17,373,17,373,34,352,126,343,170,312,170,312,183,301,65,359,126,343,71,508,108,503,71,508,60,642,60,642,44,770,108,503,106,640,106,640,100,778,65,359,71,508,126,343,108,503,71,508,108,503
126,65,359,17,374,17,374,34,352,126,343,170,314,170,314,183,301,65,359,126,343,71,508,108,503,71,508,60,642,60,642,44,770,108,503,106,640,106,640,100,778,65,359,71,508,126,343,108,503,71,508,108,503
127,64,359,15,374,15,374,34,352,126,343,170,314,170,314,182,301,64,359,126,343,71,508,108,503,71,508,60,641,60,641,43,770,108,503,106,640,106,640,100,779,64,359,71,508,126,343,108,503,71,508,108,503
128,64,359,13,374,13,374,34,352,126,342,170,313,170,313,182,301,64,359,126,342,71,508,108,503,71,508,60,641,60,641,43,770,108,503,106,640,106,640,100,779,64,359,71,508,126,342,108,503,71,508,108,503
129,64,358,13,374,13,374,34,352,126,342,170,313,170,313,182,301,64,358,126,342,71,508,108,503,71,508,60,641,60,641,43,770,108,503,106,640,106,640,100,779,64,358,71,508,126,342,108,503,71,508,108,503
130,63,358,12,374,12,374,34,352,126,342,170,313,170,313,182,301,63,358,126,342,71,508,109,503,71,508,60,641,60,641,42,770,109,503,106,640,106,640,101,780,63,358,71,508,126,342,109,503,71,508,109,503
131,63,358,12,374,12,374,34,351,127,342,170,313,170,313,182,301,63,358,127,342,71,508,109,503,71,508,60,641,60,641,42,770,109,503,106,640,106,640,101,780,63,358,71,508,127,342,109,503,71,508,109,503
132,63,358,12,374,12,374,34,351,127,342,170,313,170,313,182,301,63,358,127,342,70,508,109,503,70,508,59,641,59,641,42,770,109,503,107,640,107,640,102,780,63,358,70,508,127,342,109,503,70,508,109,503
133,63,358,11,375,11,375,34,351,127,342,171,313,171,313,181,301,63,358,127,342,68,508,109,503,68,508,58,641,58,641,38,770,109,503,117,640,117,640,129,780,63,358,68,508,127,342,109,503,68,508,109,503
134,62,357,10,375,10,375,33,351,127,342,171,314,171,314,181,301,62,357,127,342,68,508,109,503,68,508,57,641,57,641,37,770,109,503,120,640,120,640,128,780,62,357,68,508,127,342,109,503,68,508,109,503
135,62,357,10,377,10,377,33,351,127,342,169,320,169,320,182,301,62,357,127,342,67,508,109,503,67,508,57,641,57,641,37,770,109,503,122,640,122,640,126,780,62,357,67,508,127,342,109,503,67,508,109,503
136,62,357,10,377,10,377,33,351,127,342,168,322,168,322,183,301,62,357,127,342,67,508,109,503,67,508,56,641,56,641,37,770,109,503,122,640,122,640,126,780,62,357,67,508,127,342,109,503,67,508,109,503
137,63,356,10,377,10,377,32,351,127,342,170,321,170,321,183,301,63,356,127,342,67,508,108,503,67,508,57,641,57,641,37,770,108,503,121,640,121,640,119,780,63,356,67,508,127,342,108,503,67,508,108,503
138,63,356,10,377,10,377,32,351,127,342,171,321,171,321,183,301,63,356,127,342,68,508,108,503,68,508,57,641,57,641,40,770,108,503,114,640,114,640,109,780,63,356,68,508,127,342,108,503,68,508,108,503
139,64,356,10,376,10,376,33,352,128,342,174,317,174,317,181,304,64,356,128,342,68,508,108,503,68,508,57,642,57,642,41,771,108,503,114,640,114,640,107,781,64,356,68,508,128,342,108,503,68,508,108,503
140,64,356,10,376,10,376,33,352,128,342,175,315,175,315,180,304,64,356,128,342,68,508,107,503,68,508,57,642,57,642,41,772,107,503,114,640,114,640,108,782,64,356,68,508,128,342,107,503,68,508,107,503
141,64,356,10,375,10,375,33,352,128,342,178,313,178,313,180,306,64,356,128,342,67,508,107,503,67,508,57,642,57,642,41,772,107,503,114,640,114,640,112,783,64,356,67,508,128,342,107,503,67,508,107,503
142,64,356,10,375,10,375,33,353,128,341,182,309,182,309,179,307,64,356,128,341,67,509,107,504,67,509,57,642,57,642,41,772,107,504,114,640,114,640,112,783,64,356,67,509,128,341,107,504,67,509,107,504
143,64,356,10,375,10,375,33,353,128,342,182,309,182,309,179,307,64,356,128,342,66,509,106,504,66,509,57,642,57,642,41,772,106,504,114,640,114,640,115,783,64,356,66,509,128,342,106,504,66,509,106,504
144,64,357,10,375,10,375,34,353,128,342,184,308,184,308,179,308,64,357,128,342,66,510,105,505,66,510,57,643,57,643,41,772,105,505,114,639,114,639,125,779,64,357,66,510,128,342,105,505,66,510,105,505
145,62,357,9,375,9,375,34,354,128,343,177,317,177,317,179,309,62,357,128,343,62,511,105,505,62,511,56,643,56,643,39,772,105,505,118,639,118,639,131,778,62,357,62,511,128,343,105,505,62,511,105,505
146,60,357,8,374,8,374,34,354,128,343,176,317,176,317,178,309,60,357,128,343,59,511,105,505,59,511,55,643,55,643,39,772,105,505,120,639,120,639,133,777,60,357,59,511,128,343,105,505,59,511,105,505
147,59,356,5,377,5,377,34,354,129,343,170,325,170,325,179,309,59,356,129,343,56,511,105,504,56,511,54,643,54,643,38,772,105,504,123,639,123,639,136,777,59,356,56,511,129,343,105,504,56,511,105,504
148,59,356,6,377,6,377,34,354,129,343,168,326,168,326,180,309,59,356,129,343,56,510,104,503,56,510,54,644,54,644,36,772,104,503,127,638,127,638,140,774,59,356,56,510,129,343,104,503,56,510,104,503
149,58,356,6,377,6,377,35,356,128,343,161,332,161,332,182,309,58,356,128,343,54,510,104,503,54,510,54,644,54,644,36,771,104,503,127,637,127,637,138,773,58,356,54,510,128,343,104,503,54,510,104,503
150,58,356,6,378,6,378,36,356,128,343,163,330,163,330,184,309,58,356,128,343,54,511,103,503,54,511,54,644,54,644,36,772,103,503,127,637,127,637,138,773,58,356,54,511,128,343,103,503,54,511,103,503
151,58,356,6,379,6,379,36,356,128,344,163,332,163,332,185,308,58,356,128,344,54,511,103,503,54,511,54,645,54,645,36,772,103,503,128,637,128,637,138,775,58,356,54,511,128,344,103,503,54,511,103,503
152,58,356,6,379,6,379,36,356,129,345,164,331,164,331,186,308,58,356,129,345,54,511,103,503,54,511,54,645,54,645,36,772,103,503,128,637,128,637,138,774,58,356,54,511,129,345,103,503,54,511,103,503
153,58,356,6,379,6,379,38,359,128,345,162,333,162,333,186,308,58,356,128,345,53,510,103,503,53,510,54,645,54,645,36,772,103,503,129,637,129,637,138,774,58,356,53,510,128,345,103,503,53,510,103,503
154,58,356,7,380,7,380,39,361,128,345,162,334,162,334,187,308,58,356,128,345,52,510,103,503,52,510,54,645,54,645,36,772,103,503,129,638,129,638,138,776,58,356,52,510,128,345,103,503,52,510,103,503
155,58,356,7,380,7,380,41,363,129,345,162,334,162,334,187,309,58,356,129,345,51,510,103,502,51,510,54,645,54,645,36,773,103,502,131,638,131,638,137,775,58,356,51,510,129,345,103,502,51,510,103,502
156,58,356,7,380,7,380,42,364,129,345,162,334,162,334,187,310,58,356,129,345,51,510,103,502,51,510,55,645,55,645,36,773,103,502,132,638,132,638,137,775,58,356,51,510,129,345,103,502,51,510,103,502
157,58,357,7,381,7,381,42,363,130,346,163,333,163,333,187,310,58,357,130,346,51,510,103,503,51,510,55,646,55,646,36,774,103,503,133,638,133,638,137,774,58,357,51,510,130,346,103,503,51,510,103,503
158,58,357,7,381,7,381,43,363,131,347,164,332,164,332,187,311,58,357,131,347,51,510,104,504,51,510,55,646,55,646,36,774,104,504,133,638,133,638,137,774,58,357,51,510,131,347,104,504,51,510,104,504
159,59,358,6,380,6,380,42,363,133,347,166,331,166,331,187,311,59,358,133,347,51,510,104,504,51,510,55,646,55,646,36,775,104,504,135,638,135,638,138,774,59,358,51,510,133,347,104,504,51,510,104,504
160,59,359,5,380,5,380,42,362,133,349,172,328,172,328,182,312,59,359,133,349,51,510,104,504,51,510,55,647,55,647,36,775,104,504,135,638,135,638,138,775,59,359,51,510,133,349,104,504,51,510,104,504
161,59,361,4,380,4,380,42,362,133,349,174,327,174,327,178,314,59,361,133,349,51,510,104,504,51,510,56,647,56,647,36,775,104,504,135,637,135,637,139,774,59,361,51,510,133,349,104,504,51,510,104,504
162,59,361,4,380,4,380,42,362,134,350,174,327,174,327,177,315,59,361,134,350,51,510,104,504,51,510,56,647,56,647,36,775,104,504,135,637,135,637,139,774,59,361,51,510,134,350,104,504,51,510,104,504
163,59,362,4,380,4,380,41,362,133,352,174,327,174,327,177,315,59,362,133,352,51,511,104,505,51,511,56,647,56,647,36,775,104,505,137,637,137,637,138,774,59,362,51,511,133,352,104,505,51,511,104,505
164,59,363,4,380,4,380,40,362,133,353,175,326,175,326,176,315,59,363,133,353,51,512,104,506,51,512,56,647,56,647,36,776,104,506,138,637,138,637,138,775,59,363,51,512,133,353,104,506,51,512,104,506
165,60,365,5,381,5,381,39,362,133,353,174,327,174,327,177,316,60,365,133,353,51,512,103,506,51,512,57,647,57,647,35,776,103,506,138,638,138,638,137,776,60,365,51,512,133,353,103,506,51,512,103,506
166,60,365,5,382,5,382,39,361,132,353,174,328,174,328,177,316,60,365,132,353,51,513,103,506,51,513,57,647,57,647,35,777,103,506,138,638,138,638,136,776,60,365,51,513,132,353,103,506,51,513,103,506
167,59,368,6,382,6,382,39,365,132,356,177,326,177,326,176,316,59,368,132,356,51,513,101,506,51,513,57,648,57,648,35,777,101,506,139,638,139,638,136,776,59,368,51,513,132,356,101,506,51,513,101,506
168,58,369,7,382,7,382,38,365,131,357,179,324,179,324,175,316,58,369,131,357,51,514,100,507,51,514,58,648,58,648,34,777,100,507,139,637,139,637,136,775,58,369,51,514,131,357,100,507,51,514,100,507
169,58,369,7,387,7,387,40,367,131,357,179,324,179,324,175,317,58,369,131,357,50,515,101,508,50,515,58,648,58,648,34,776,101,508,141,637,141,637,136,775,58,369,50,515,131,357,101,508,50,515,101,508
170,58,370,8,388,8,388,40,368,131,358,179,324,179,324,176,317,58,370,131,358,50,515,101,509,50,515,58,648,58,648,34,775,101,509,141,637,141,637,136,774,58,370,50,515,131,358,101,509,50,515,101,509
171,58,370,8,390,8,390,40,370,131,358,180,324,180,324,175,319,58,370,131,358,50,517,100,511,50,517,58,649,58,649,34,775,100,511,143,637,143,637,136,774,58,370,50,517,131,358,100,511,50,517,100,511
172,57,371,8,390,8,390,40,370,131,359,182,324,182,324,173,320,57,371,131,359,50,517,100,511,50,517,59,649,59,649,34,775,100,511,143,637,143,637,137,774,57,371,50,517,131,359,100,511,50,517,100,511
173,57,372,8,390,8,390,39,371,130,359,175,328,175,328,174,322,57,372,130,359,50,518,100,512,50,518,59,649,59,649,34,775,100,512,145,638,145,638,137,775,57,372,50,518,130,359,100,512,50,518,100,512
174,57,372,8,390,8,390,39,371,130,359,175,328,175,328,174,322,57,372,130,359,49,518,99,512,49,518,59,650,59,650,34,776,99,512,146,638,146,638,138,775,57,372,49,518,130,359,99,512,49,518,99,512
175,57,372,8,390,8,390,37,372,130,360,175,329,175,329,175,322,57,372,130,360,48,519,98,513,48,519,59,650,59,650,35,776,98,513,148,638,148,638,138,775,57,372,48,519,130,360,98,513,48,519,98,513
176,56,373,8,389,8,389,37,373,129,361,176,329,176,329,173,322,56,373,129,361,47,519,98,513,47,519,59,650,59,650,35,777,98,513,149,638,149,638,139,776,56,373,47,519,129,361,98,513,47,519,98,513
177,56,373,6,390,6,390,37,374,129,362,177,330,177,330,173,324,56,373,129,362,45,519,97,514,45,519,59,650,59,650,36,777,97,514,149,638,149,638,140,776,56,373,45,519,129,362,97,514,45,519,97,514
178,56,374,6,390,6,390,37,375,130,362,177,330,177,330,173,324,56,374,130,362,45,520,97,514,45,520,60,651,60,651,36,777,97,514,150,638,150,638,140,776,56,374,45,520,130,362,97,514,45,520,97,514
179,55,374,6,391,6,391,37,376,130,363,177,331,177,331,173,326,55,374,130,363,44,520,96,515,44,520,60,651,60,651,36,777,96,515,150,638,150,638,140,775,55,374,44,520,130,363,96,515,44,520,96,515
180,55,375,6,392,6,392,37,376,130,364,177,332,177,332,173,326,55,375,130,364,44,520,96,515,44,520,59,651,59,651,35,777,96,515,151,638,151,638,140,775,55,375,44,520,130,364,96,515,44,520,96,515
181,53,378,5,392,5,392,37,376,130,366,182,332,182,332,173,326,53,378,130,366,42,521,95,516,42,521,59,651,59,651,35,777,95,516,152,638,152,638,141,774,53,378,42,521,130,366,95,516,42,521,95,516
182,53,380,5,393,5,393,36,376,130,367,182,332,182,332,172,326,53,380,130,367,41,521,94,516,41,521,58,651,58,651,35,779,94,516,152,638,152,638,141,774,53,380,41,521,130,367,94,516,41,521,94,516
183,53,381,5,395,5,395,36,377,130,368,182,332,182,332,172,326,53,381,130,368,41,521,94,517,41,521,58,652,58,652,34,779,94,517,153,639,153,639,141,774,53,381,41,521,130,368,94,517,41,521,94,517
184,52,381,5,395,5,395,36,377,130,369,182,333,182,333,173,326,52,381,130,369,40,521,94,517,40,521,58,651,58,651,34,779,94,517,153,639,153,639,141,774,52,381,40,521,130,369,94,517,40,521,94,517
185,52,383,7,395,7,395,36,377,130,369,183,333,183,333,172,326,52,383,130,369,39,523,93,518,39,523,58,651,58,651,34,777,93,518,153,639,153,639,142,774,52,383,39,523,130,369,93,518,39,523,93,518
186,52,383,7,395,7,395,36,377,130,370,183,334,183,334,173,326,52,383,130,370,39,523,93,519,39,523,57,651,57,651,34,777,93,519,153,639,153,639,142,771,52,383,39,523,130,370,93,519,39,523,93,519
187,51,386,7,396,7,396,36,378,131,371,185,334,185,334,171,328,51,386,131,371,38,523,93,520,38,523,57,652,57,652,34,775,93,520,154,640,154,640,142,771,51,386,38,523,131,371,93,520,38,523,93,520
188,51,386,8,396,8,396,37,379,131,372,186,334,186,334,171,329,51,386,131,372,37,524,93,520,37,524,57,652,57,652,34,774,93,520,154,640,154,640,142,770,51,386,37,524,131,372,93,520,37,524,93,520
189,50,388,6,396,6,396,36,379,131,374,186,337,186,337,171,331,50,388,131,374,37,524,93,520,37,524,56,653,56,653,33,775,93,520,154,640,154,640,142,770,50,388,37,524,131,374,93,520,37,524,93,520
190,50,388,6,397,6,397,36,380,131,374,187,337,187,337,170,331,50,388,131,374,37,524,92,521,37,524,56,653,56,653,33,775,92,521,154,641,154,641,142,771,50,388,37,524,131,374,92,521,37,524,92,521
191,50,388,5,401,5,401,34,382,131,375,185,338,185,338,170,333,50,388,131,375,36,525,92,522,36,525,56,653,56,653,33,775,92,522,155,641,155,641,142,771,50,388,36,525,131,375,92,522,36,525,92,522
192,50,389,5,400,5,400,34,383,132,376,185,339,185,339,170,333,50,389,132,376,36,525,92,522,36,525,56,654,56,654,31,775,92,522,156,642,156,642,142,771,50,389,36,525,132,376,92,522,36,525,92,522
193,50,390,4,403,4,403,33,383,132,377,184,341,184,341,170,336,50,390,132,377,36,527,92,524,36,527,56,654,56,654,31,775,92,524,158,643,158,643,142,770,50,390,36,527,132,377,92,524,36,527,92,524
194,50,390,4,403,4,403,32,384,133,378,185,342,185,342,171,336,50,390,133,378,36,527,92,524,36,527,56,655,56,655,31,775,92,524,158,643,158,643,142,770,50,390,36,527,133,378,92,524,36,527,92,524
